0.008720369,0.001851667,0.010239859,0.002727391,0.002112766
0.013465522,0.004041583,0.031400361,0.003465397,0.003384161
0.018814847,0.010780255,0.104332422,0.009882881,0.008990037
0.036201034,0.035890069,0.25618224,0.017513448,0.019754392
0.030532591,0.04438033,0.309692588,0.019602844,0.025740326
0.056322856,0.125314726,0.738763149,0.044691357,0.050755887
0.049011683,0.169996129,1.036414571,0.0646191,0.074641659
0.216089341,0.23487018,1.487119952,0.096872554,0.127314096
0.080769391,0.29347644,1.744150426,0.103056831,0.156500458
0.125755148,0.624998824,3.995172962,0.194214715,0.305872538
0.10730954,1.07793613,6.28572063,0.283297592,0.534761475
0.192638126,2.000091369,15.951378494,0.577729004,0.962167168
0.271756761,3.640540509,25.161191062,0.851568461,1.73797118
0.47966647,8.000110984,NA,1.735871613,3.28542034
0.857859884,23.126311627,NA,3.24159117,6.804876183
1.679559797,NA,NA,6.716510952,13.850866693
2.996268748,NA,NA,12.650515816,27.15833311
