50.138421668428,50.1590912544179,50.1384217809323,50.1384217735913,50.1384217172955
44.4880869499618,44.5951554580457,44.488087010137,44.4880872928961,44.4880871160284
30.5139236601418,30.5596452251666,30.5139247647142,30.5139270767937,30.5139250163976
7.40801241830479,7.52738738993818,7.40800097128501,7.40801631516988,7.40801228969916
14.5480906871539,14.945084697319,14.5480814272182,14.5480976959644,14.5480922658752
14.0699026234727,14.4917387188119,14.069889918057,14.0699063759518,14.0699116161984
14.3703266701714,14.9431155396722,14.3703007995716,14.3703372478043,14.3703221691268
12.0576851636391,12.5226310267687,12.0576525769905,12.0577128121755,12.0577023040703
14.1447987872117,14.7688885384763,14.1447807280386,14.1448085256194,14.144808198719
7.65048414390092,8.00386388999063,7.65043158284928,7.65050741199792,7.65048809027634
9.65687260863652,10.3978452773498,9.65684011635212,9.65690054819057,9.65688006958607
12.6175871102918,13.3758145757107,12.6175566276047,12.6175823645616,12.6175695848968
21.6711575494215,22.9169210649256,21.6711490663874,21.6711699054469,21.6711548418277
14.1890190153102,15.0317854572709,NA,14.1890288691,14.189006446235
14.8285946118254,16.0399173045435,NA,14.8286581956102,14.8285868223316
10.9637941196986,NA,NA,10.963802711214,10.9637634478015
11.2917702491767,NA,NA,11.2918086716565,11.2917712297287
