0.001404856,0.00190353,0.009471021,0.002308306,0.001751433
0.002750786,0.003278036,0.026063994,0.003364396,0.004014258
0.007719329,0.012175617,0.116324287,0.010120423,0.011038694
0.01087901,0.038588221,0.351424167,0.024642459,0.029763285
0.016955076,0.051641004,0.32427303,0.022314005,0.025911175
0.018155768,0.069568408,0.431457248,0.024995176,0.030532192
0.026144844,0.136086176,0.825038933,0.040000926,0.052990098
0.023986442,0.134456295,0.941913537,0.045651626,0.069205667
0.03074337,0.261318719,1.469908406,0.070401734,0.113810518
0.044205992,0.505333765,3.319993466,0.113902468,0.210177771
0.064972392,0.925750019,5.827047422,0.209113292,0.411784142
0.086829869,1.906414829,9.750698339,0.367930857,0.763899306
0.209567248,3.335086546,15.654682174,0.701092312,1.569799804
0.334374193,7.717435222,NA,1.343948692,3.151427275
0.681439531,20.840895679,NA,2.716680257,6.157238615
1.2932245,NA,NA,5.650785833,12.284668804
2.61942374,NA,NA,11.352695712,24.100437062
