0.023322144,0.030617196,0.080974452,0.046720635,0.062540647
0.0227357,0.038943488,0.095390678,0.045637077,0.055866382
0.028281955,0.069357339,0.130152249,0.064335843,0.075591709
0.03269573,0.127486238,0.241711041,0.109459964,0.128362658
0.043688673,0.257447789,0.416832324,0.16216126,0.167978599
0.165344751,0.436018089,0.747600404,0.282865374,0.282825596
0.195609415,0.886808957,1.434404398,0.539378753,0.553150262
0.440965116,1.898764741,2.750337931,1.060254027,1.075607598
11.636852432,26.017337789,39.162844563,15.7371028,15.467448039
1.890341939,7.464417094,11.007333086,4.230586686,3.983580515
3.671627555,15.208664946,22.70880185,8.503971907,8.255447338
